image_urls, collection, material, size
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-649-0001.jpg, VINTAGE, Hand Knotted- Wool, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TRA-3205-0001.jpg, MYTHOS, Hand Tufted- Wool And Viscose, 120x180 - 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKPS-1023-0004.jpg, CYANNA, Hand Knotted- Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-517-0001.jpg, LACUNA, Hand Knotted- Wool, 165x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_LLV-3043%28CS-01%29-0002.jpg, ERBE, Hand Knotted- Wool, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWL-13265-0002.jpg, CHECKERS, Flat Weaves- Wool, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-1768-0001.jpg, LACUNA, Hand Knotted- Wool, 170x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TRA-13040-0009.jpg, IMARA, Hand Tufted- Wool, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SRB-701-0020.jpg, UNSTRING BY KAVI, Hand Knotted- Wool And Bamboo Silk, 168x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKPB-01-0001.jpg, FAR EAST, Hand Knotted- Bamboo Silk, 200x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-2073-0001.jpg, LACUNA, Hand Knotted- Wool, 195x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWV-13047-0121.jpg, ABRASH, Flat Weaves- Wool And Viscose, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-1433-0001.jpg, LACUNA, Hand Knotted- Wool, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWV-13047-0058.jpg, ABRASH, Flat Weaves- Wool And Viscose, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_GS-1015-0001.jpg, ERBE, Hand Knotted- Wool, 180x270 - 420x600 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-31-0001.jpg, LACUNA, Hand Knotted- Wool, 180x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-2365-0001.jpg, LACUNA, Hand Knotted- Wool, 165x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-2719-0001.jpg, LACUNA, Hand Knotted- Wool, 210x315 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_LNLP-01-0002.jpg, ERBE, Hand Knotted- Wool, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SHPV-91-0001.jpg, ACAR, Hand Loom- Viscose, 150x228 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-2455-0001.jpg, LACUNA, Hand Knotted- Wool, 180x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-1639-0001.jpg, LACUNA, Hand Knotted- Wool, 165x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_GS-1015-0002.jpg, ERBE, Hand Knotted- Wool, 150x240 - 300x420 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SHWV-55-0001.jpg, ACAR, Hand Loom- Wool And Viscose, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-1750-0001.jpg, LACUNA, Hand Knotted- Wool, 120x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_NE-2364-0023.jpg, LACUNA, Hand Knotted- Wool And Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKBS-14-0001.jpg, ERBE, Hand Knotted- Bamboo Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_NE-2364-0031.jpg, LACUNA, Hand Knotted- Wool And Silk, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-1432-0001.jpg, LACUNA, Hand Knotted- Wool, 180x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RN_PAE-968-0001.jpg, LACUNA, Hand Knotted- Wool, 105x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_UNM-1077-0003.jpg, VISCAYA, Hand Knotted- Wool, 240x300 cm
