image_urls, collection, material, size
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/SQ_PAEM-674-0001.jpg, AALAM, Hand Knotted- Wool, 150x150 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4933-0001.jpg, AALAM, Hand Knotted- Wool, 255x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ENM-8015-0007.jpg, VISCAYA, Hand Knotted- Wool, 180x270 - 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-420-0001.jpg, AALAM, Hand Knotted- Wool, 120x210 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4144-0001.jpg, AALAM, Hand Knotted- Wool, 225x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-275-0001.jpg, AALAM, Hand Knotted- Wool, 120x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-20-0001.jpg, AALAM, Hand Knotted- Wool, 270x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-51-0001.jpg, AALAM, Hand Knotted- Wool, 165x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-202-0001.jpg, AALAM, Hand Knotted- Wool, 170x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5677-0001.jpg, AALAM, Hand Knotted- Wool, 210x315 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TLA-4076%28CS-01%291.jpg, KASBAH, Hand Tufted- Wool, 270x360 - 300x420 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RN_PAEM-138-0001.jpg, AALAM, Hand Knotted- Wool, 165x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-79-0001.jpg, AALAM, Hand Knotted- Wool, 195x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-389-0001.jpg, AALAM, Hand Knotted- Wool, 135x225 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-76-0001.jpg, AALAM, Hand Knotted- Wool, 150x172 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TAC-966-0022.jpg, KASBAH, Hand Tufted- Wool, 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-458-0001.jpg, AALAM, Hand Knotted- Wool, 315x390 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-94-0001.jpg, AALAM, Hand Knotted- Wool, 120x158 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TRC-626-0006.jpg, KASBAH, Hand Tufted- Wool, 150x240 cm
